Summary, T1, T2, T3, T4, T5, T6, T7, T8, T9, T10, T11, T
Nearly_none countries from europe having small Annual change in coal production have small Coal production,1.0,0.0,1.0,0.0,1.0,0.7,0.75,0.0,0.9971949509116409,0.998603141654979,1.0,0.8933739427769983
Nearly_none countries from asia having small Annual change in coal production have small Coal production,1.0,0.005046583850931707,0.5,0.4949534161490683,1.0,0.7,0.75,0.006697257036102466,0.9976708074534162,0.9988372214673913,1.0,0.8935961585787071
Nearly_none  countries from europe having small Annual change in coal production compare to countries from asia have small Coal production,1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_none  countries from asia having small Annual change in coal production compare to countries from europe have small Coal production,1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_3/4  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_3/4  countries from europe compare to countries from asia having small Coal production have small Annual change in coal production,1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_all data entries have small Coal production,1.0,0.001174663413752608,0.9988253365862474,0.0,1.0,0.85,0.875,0.0015588808281377098,0.0,0.0,1.0,0.8920843587086198
Nearly_all countries from asia have small Coal production,1.0,0.005046583850931707,0.9949534161490683,0.0,1.0,0.85,0.875,0.006697257036102466,0.0,0.0,1.0,0.8922537557264648
Nearly_all  countries from europe compare to countries from asia having small Annual change in coal production have small Coal production,1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Nearly_all  countries from asia compare to countries from europe having small Annual change in coal production have small Coal production,1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_half  countries from europe compare to countries from asia have small Coal production,0.9999511742443629, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_half  countries from europe compare to countries from asia have small Annual change in coal production,0.9644735178340934, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_half  countries from europe having small Coal production compare to countries from asia have small Annual change in coal production,0.9644735178340934, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_half  countries from asia compare to countries from europe having small Coal production have small Annual change in coal production,0.9644735178340933, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000 countries from asia have small Coal production,0.77650085365,0.005046583850931707,0.9949534161490683,0.0,1.0,0.6837444655281467,0.8418722327640733,0.006697257036102466,0.0,0.0,1.0,0.7137582595767578
Around_1/4  countries from asia having small Coal production compare to countries from europe have small Annual change in coal production,0.7607864450836868, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000 countries from europe have small Coal production,0.6592,0.0,1.0,0.0,1.0,0.6837444655281467,0.8418722327640733,0.0,0.0,0.0,1.0,0.6233060449986445
Around_half  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,0.6275082935502303, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_half  countries from europe compare to countries from asia having small Coal production have small Annual change in coal production,0.6275082935502303, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_half  countries from asia having small Coal production compare to countries from europe have small Annual change in coal production,0.6275082935502303, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
More  countries from asia compare to countries from europe have small Annual change in coal production,0.09685412780504898, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
More  countries from asia compare to countries from europe have small Annual change in coal production and small Coal production,0.09644197843618507, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_half countries from asia have small Coal production,0.01484390368191043,0.005046583850931707,0.9949534161490683,0.0,1.0,0.0,0.003269686359199553,0.006697257036102466,0.0,0.0,1.0,0.0776810339331828
Around_half data entries have small Annual change in coal production,0.013623249196389606,0.9967470859311467,0.003252914068853348,0.0,1.0,0.0,0.003269686359199553,0.9983046220746363,0.0,0.0,1.0,0.10943242163789867
Around_half data entries have small Annual change in coal production and small Coal production,0.013598320437821883,0.9429991843066383,0.9990964127586518,0.9958473197689433,0.5,0.0,0.003269686359199553,0.958857138733197,0.0,0.0,1.0,0.15551749072997167
Around_half data entries having small Coal production have small Annual change in coal production,0.013598320437821883,0.9967470859311467,0.0029853446716120863,2.6756939724126164E-4,1.0,0.0,0.003269686359199553,0.9983046220746363,0.001174663413752608,0.0015588808281377098,1.0,0.1296480598867471
Around_half data entries having small Annual change in coal production have small Coal production,0.013598320437821883,0.001174663413752608,0.9166666666666666,0.08215866991958076,1.0,0.0,0.003269686359199553,0.0015588808281377098,0.9967470859311467,0.9983046220746363,1.0,0.1595152325622689
Around_half data entries have small Coal production,0.01359121973514288,0.001174663413752608,0.9988253365862474,0.0,1.0,0.0,0.003269686359199553,0.0015588808281377098,0.0,0.0,1.0,0.07654803387936278
Around_half  countries from asia compare to countries from europe having small Annual change in coal production have small Coal production,0.013555027637988382, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_half  countries from europe having small Annual change in coal production compare to countries from asia have small Coal production,0.013555027637988382, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_half countries from europe have small Annual change in coal production,0.01355328705229578,0.9971949509116409,0.002805049088359046,0.0,1.0,0.0,0.003269686359199553,0.998603141654979,0.0,0.0,1.0,0.10938844590882679
Around_half countries from europe have small Annual change in coal production and small Coal production,0.01355328705229578,0.9470372858667624,1.0,0.9971949509116409,0.5,0.0,0.003269686359199553,0.9626254318416783,0.0,0.0,1.0,0.15581441932525875
Around_half countries from europe having small Coal production have small Annual change in coal production,0.01355328705229578,0.9971949509116409,0.002805049088359046,0.0,1.0,0.0,0.003269686359199553,0.998603141654979,0.0,0.0,1.0,0.12954348577703237
Around_half countries from europe having small Annual change in coal production have small Coal production,0.01355328705229578,0.0,1.0,0.0,1.0,0.0,0.003269686359199553,0.0,0.9971949509116409,0.998603141654979,1.0,0.1594593343043816
Around_half countries from asia have small Annual change in coal production,0.013498649550246069,0.9976708074534162,0.002329192546583851,0.0,1.0,0.0,0.003269686359199553,0.9988372214673913,0.0,0.0,1.0,0.10935413397798897
Around_half countries from asia have small Annual change in coal production and small Coal production,0.01339270020977795,0.9518602235039199,0.9961180124223602,0.9938005743412677,0.5,0.0,0.003269686359199553,0.9660148399165202,0.0,0.0,1.0,0.1557217475199369
Around_half countries from asia having small Coal production have small Annual change in coal production,0.01339270020977795,0.9976708074534162,0.0011705033164260631,0.0011586892301577879,1.0,0.0,0.003269686359199553,0.9988372214673913,0.005046583850931707,0.006697257036102466,1.0,0.12979041260825327
Around_half countries from asia having small Annual change in coal production have small Coal production,0.01339270020977795,0.005046583850931707,0.5,0.4949534161490683,1.0,0.0,0.003269686359199553,0.006697257036102466,0.9976708074534162,0.9988372214673913,1.0,0.15956913931632782
Around_half  countries from asia having small Annual change in coal production compare to countries from europe have small Coal production,0.013392584809806369, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_half  countries from europe compare to countries from asia having small Annual change in coal production have small Coal production,0.013392584809806356, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Around_half countries from europe have small Coal production,0.013230116229822364,0.0,1.0,0.0,1.0,0.0,0.003269686359199553,0.0,0.0,0.0,1.0,0.07621887027654026
About_6000 countries from europe have small Coal production,0.0070484185956046705,0.0,1.0,0.0,1.0,0.0,0.9999096412942646,0.0,0.0,0.0,1.0,0.10431998050082548
More  countries from europe compare to countries from asia have small Coal production,0.006049135387447335, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000 countries from asia have small Coal production,0.0026822262867013426,0.005046583850931707,0.9949534161490683,0.0,1.0,0.0,0.9999096412942646,0.006697257036102466,0.0,0.0,1.0,0.1011821597259362
More  countries from europe compare to countries from asia have small Annual change in coal production,4.2654102384298564E-4, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
More  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,4.2654102384298564E-4, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000 data entries have small Coal production,2.9023878754554946E-6,0.001174663413752608,0.9988253365862474,0.0,1.0,0.0,0.9999096412942646,0.0015588808281377098,0.0,0.0,1.0,0.09895174432437899
About_6000 data entries have small Annual change in coal production,1.7041751464586605E-8,0.9967470859311467,0.003252914068853348,0.0,1.0,0.0,0.9999096412942646,0.9983046220746363,0.0,0.0,1.0,0.13180927453878355
About_6000 data entries have small Annual change in coal production and small Coal production,1.6922345464928227E-8,0.9429991843066383,0.9990964127586518,0.9958473197689433,0.5,0.0,0.9999096412942646,0.958857138733197,0.0,0.0,1.0,0.17791351950713477
About_6000 data entries having small Coal production have small Annual change in coal production,1.6922345464928227E-8,0.9967470859311467,0.0029853446716120863,2.6756939724126164E-4,1.0,0.0,0.9999096412942646,0.9983046220746363,0.001174663413752608,0.0015588808281377098,1.0,0.15002844607396554
About_6000 data entries having small Annual change in coal production have small Coal production,1.6922345464928227E-8,0.001174663413752608,0.9166666666666666,0.08215866991958076,1.0,0.0,0.9999096412942646,0.0015588808281377098,0.9967470859311467,0.9983046220746363,1.0,0.17989561874948737
About_6000 countries from europe have small Annual change in coal production,1.55982845186553E-8,0.9971949509116409,0.002805049088359046,0.0,1.0,0.0,0.9999096412942646,0.998603141654979,0.0,0.0,1.0,0.13181911473327082
About_6000 countries from europe have small Annual change in coal production and small Coal production,1.55982845186553E-8,0.9470372858667624,1.0,0.9971949509116409,0.5,0.0,0.9999096412942646,0.9626254318416783,0.0,0.0,1.0,0.17824508814970275
About_6000 countries from europe having small Coal production have small Annual change in coal production,1.55982845186553E-8,0.9971949509116409,0.002805049088359046,0.0,1.0,0.0,0.9999096412942646,0.998603141654979,0.0,0.0,1.0,0.14995539440727643
About_6000 countries from europe having small Annual change in coal production have small Coal production,1.55982845186553E-8,0.0,1.0,0.0,1.0,0.0,0.9999096412942646,0.0,0.9971949509116409,0.998603141654979,1.0,0.17987124293462567
About_6000 countries from asia have small Annual change in coal production,1.5506096295445937E-8,0.9976708074534162,0.002329192546583851,0.0,1.0,0.0,0.9999096412942646,0.9988372214673913,0.0,0.0,1.0,0.13182683157924954
About_6000 countries from asia have small Annual change in coal production and small Coal production,1.5397164760171795E-8,0.9518602235039199,0.9961180124223602,0.9938005743412677,0.5,0.0,0.9999096412942646,0.9660148399165202,0.0,0.0,1.0,0.1782759445300717
About_6000 countries from asia having small Coal production have small Annual change in coal production,1.5397164760171795E-8,0.9976708074534162,0.0011705033164260631,0.0011586892301577879,1.0,0.0,0.9999096412942646,0.9988372214673913,0.005046583850931707,0.006697257036102466,1.0,0.150314731887476
About_6000 countries from asia having small Annual change in coal production have small Coal production,1.5397164760171795E-8,0.005046583850931707,0.5,0.4949534161490683,1.0,0.0,0.9999096412942646,0.006697257036102466,0.9976708074534162,0.9988372214673913,1.0,0.18009345859555054
About_6000  countries from europe compare to countries from asia having small Annual change in coal production have small Coal production,1.5321561762258428E-8, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000  countries from asia compare to countries from europe having small Annual change in coal production have small Coal production,1.5321497576030018E-8, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,1.5290784462559195E-8, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000  countries from europe compare to countries from asia having small Coal production have small Annual change in coal production,1.5290784462559195E-8, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000  countries from europe compare to countries from asia have small Annual change in coal production,1.5279927504142693E-8, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000  countries from europe having small Coal production compare to countries from asia have small Annual change in coal production,1.5279927504142693E-8, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000  countries from europe compare to countries from asia have small Coal production,1.5275890339798776E-8, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000  countries from asia compare to countries from europe having small Coal production have small Annual change in coal production,1.5271546369459787E-8, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000  countries from asia having small Coal production compare to countries from europe have small Annual change in coal production,1.5260702691584754E-8, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000  countries from europe having small Annual change in coal production compare to countries from asia have small Coal production,1.523010807015722E-8, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_6000  countries from asia having small Annual change in coal production compare to countries from europe have small Coal production,1.523004425644026E-8, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
Less_than_1000 data entries have small Coal production,0.0,0.001174663413752608,0.9988253365862474,0.0,1.0,0.8192825517303696,0.8644619137977771,0.0015588808281377098,0.0,0.0,1.0,0.12149351691284452
Less_than_1000 countries from europe have small Coal production,0.0,0.0,1.0,0.0,1.0,0.8192825517303696,0.8644619137977771,0.0,0.0,0.0,1.0,0.12144212523719163
Less_than_1000 countries from asia have small Coal production,0.0,0.005046583850931707,0.9949534161490683,0.0,1.0,0.8192825517303696,0.8644619137977771,0.006697257036102466,0.0,0.0,1.0,0.12166291393068951
More  countries from asia compare to countries from europe have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000 data entries have small Coal production,0.0,0.001174663413752608,0.9988253365862474,0.0,1.0,0.6837444655281467,0.8418722327640733,0.0015588808281377098,0.0,0.0,1.0,0.11628051359737442
About_2000 data entries have small Annual change in coal production,0.0,0.9967470859311467,0.003252914068853348,0.0,1.0,0.6837444655281467,0.8418722327640733,0.9983046220746363,0.0,0.0,1.0,0.14914026330879743
About_2000 countries from europe have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.6837444655281467,0.8418722327640733,0.998603141654979,0.0,0.0,1.0,0.1491501046136439
About_2000 countries from asia have small Annual change in coal production,0.0,0.9976708074534162,0.002329192546583851,0.0,1.0,0.6837444655281467,0.8418722327640733,0.9988372214673913,0.0,0.0,1.0,0.1491578215305366
About_2000 data entries have small Annual change in coal production and small Coal production,0.0,0.9429991843066383,0.9990964127586518,0.9958473197689433,0.5,0.6837444655281467,0.8418722327640733,0.958857138733197,0.0,0.0,1.0,0.19524450836899943
About_2000 countries from europe have small Annual change in coal production and small Coal production,0.0,0.9470372858667624,1.0,0.9971949509116409,0.5,0.6837444655281467,0.8418722327640733,0.9626254318416783,0.0,0.0,1.0,0.19557607803007587
About_2000 countries from asia have small Annual change in coal production and small Coal production,0.0,0.9518602235039199,0.9961180124223602,0.9938005743412677,0.5,0.6837444655281467,0.8418722327640733,0.9660148399165202,0.0,0.0,1.0,0.19560693456515232
About_2000 data entries having small Coal production have small Annual change in coal production,0.0,0.9967470859311467,0.0029853446716120863,2.6756939724126164E-4,1.0,0.6837444655281467,0.8418722327640733,0.9983046220746363,0.001174663413752608,0.0015588808281377098,1.0,0.16579964593826238
About_2000 countries from europe having small Coal production have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.6837444655281467,0.8418722327640733,0.998603141654979,0.0,0.0,1.0,0.16572659519841593
About_2000 countries from asia having small Coal production have small Annual change in coal production,0.0,0.9976708074534162,0.0011705033164260631,0.0011586892301577879,1.0,0.6837444655281467,0.8418722327640733,0.9988372214673913,0.005046583850931707,0.006697257036102466,1.0,0.16608593281939935
About_2000 data entries having small Annual change in coal production have small Coal production,0.0,0.001174663413752608,0.9166666666666666,0.08215866991958076,1.0,0.6837444655281467,0.8418722327640733,0.0015588808281377098,0.9967470859311467,0.9983046220746363,1.0,0.19566681861378415
About_2000 countries from europe having small Annual change in coal production have small Coal production,0.0,0.0,1.0,0.0,1.0,0.6837444655281467,0.8418722327640733,0.0,0.9971949509116409,0.998603141654979,1.0,0.19564244372576514
About_2000 countries from asia having small Annual change in coal production have small Coal production,0.0,0.005046583850931707,0.5,0.4949534161490683,1.0,0.6837444655281467,0.8418722327640733,0.006697257036102466,0.9976708074534162,0.9988372214673913,1.0,0.19586465952747384
About_2000  countries from europe compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000  countries from europe compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000  countries from europe compare to countries from asia having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000  countries from asia compare to countries from europe having small Coal production have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000  countries from europe having small Coal production compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000  countries from asia having small Coal production compare to countries from europe have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000  countries from europe compare to countries from asia having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000  countries from asia compare to countries from europe having small Annual change in coal production have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000  countries from europe having small Annual change in coal production compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_2000  countries from asia having small Annual change in coal production compare to countries from europe have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_5000 data entries have small Coal production,0.0,0.001174663413752608,0.9988253365862474,0.0,1.0,0.7289238275955543,0.8644619137977771,0.0015588808281377098,0.0,0.0,1.0,0.11851465787543303
About_5000 countries from europe have small Coal production,0.0,0.0,1.0,0.0,1.0,0.7289238275955543,0.8644619137977771,0.0,0.0,0.0,1.0,0.11846326619978013
About_5000 countries from asia have small Coal production,0.0,0.005046583850931707,0.9949534161490683,0.0,1.0,0.7289238275955543,0.8644619137977771,0.006697257036102466,0.0,0.0,1.0,0.11868405489327802
About_5000 data entries have small Annual change in coal production,0.0,0.9967470859311467,0.003252914068853348,0.0,1.0,0.7289238275955543,0.8644619137977771,0.9983046220746363,0.0,0.0,1.0,0.15137440758685605
About_5000 countries from europe have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.7289238275955543,0.8644619137977771,0.998603141654979,0.0,0.0,1.0,0.15138424889170252
About_5000 countries from asia have small Annual change in coal production,0.0,0.9976708074534162,0.002329192546583851,0.0,1.0,0.7289238275955543,0.8644619137977771,0.9988372214673913,0.0,0.0,1.0,0.1513919658085952
About_5000 data entries have small Annual change in coal production and small Coal production,0.0,0.9429991843066383,0.9990964127586518,0.9958473197689433,0.5,0.7289238275955543,0.8644619137977771,0.958857138733197,0.0,0.0,1.0,0.19747865264705805
About_5000 countries from europe have small Annual change in coal production and small Coal production,0.0,0.9470372858667624,1.0,0.9971949509116409,0.5,0.7289238275955543,0.8644619137977771,0.9626254318416783,0.0,0.0,1.0,0.19781022230813444
About_5000 countries from asia have small Annual change in coal production and small Coal production,0.0,0.9518602235039199,0.9961180124223602,0.9938005743412677,0.5,0.7289238275955543,0.8644619137977771,0.9660148399165202,0.0,0.0,1.0,0.19784107884321092
About_5000 data entries having small Coal production have small Annual change in coal production,0.0,0.9967470859311467,0.0029853446716120863,2.6756939724126164E-4,1.0,0.7289238275955543,0.8644619137977771,0.9983046220746363,0.001174663413752608,0.0015588808281377098,1.0,0.16783271723129572
About_5000 countries from europe having small Coal production have small Annual change in coal production,0.0,0.9971949509116409,0.002805049088359046,0.0,1.0,0.7289238275955543,0.8644619137977771,0.998603141654979,0.0,0.0,1.0,0.16775966649144927
About_5000 countries from asia having small Coal production have small Annual change in coal production,0.0,0.9976708074534162,0.0011705033164260631,0.0011586892301577879,1.0,0.7289238275955543,0.8644619137977771,0.9988372214673913,0.005046583850931707,0.006697257036102466,1.0,0.16811900411243266
About_5000 data entries having small Annual change in coal production have small Coal production,0.0,0.001174663413752608,0.9166666666666666,0.08215866991958076,1.0,0.7289238275955543,0.8644619137977771,0.0015588808281377098,0.9967470859311467,0.9983046220746363,1.0,0.1976998899068175
About_5000 countries from europe having small Annual change in coal production have small Coal production,0.0,0.0,1.0,0.0,1.0,0.7289238275955543,0.8644619137977771,0.0,0.9971949509116409,0.998603141654979,1.0,0.1976755150187985
About_5000 countries from asia having small Annual change in coal production have small Coal production,0.0,0.005046583850931707,0.5,0.4949534161490683,1.0,0.7289238275955543,0.8644619137977771,0.006697257036102466,0.9976708074534162,0.9988372214673913,1.0,0.19789773082050718
About_5000  countries from europe compare to countries from asia have small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_5000  countries from europe compare to countries from asia have small Annual change in coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
About_5000  countries from europe compare to countries from asia have small Annual change in coal production and small Coal production,0.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
